1,-49.999999999999986
2,181.0
3,181.0
4,181.0
5,181.0
6,181.0
7,181.0
8,181.0
9,181.0
10,181.0
11,181.0
12,181.0
13,181.0
14,181.0
15,181.0
16,181.0
17,181.0
18,181.0
19,181.0
20,181.0
21,181.0
22,181.0
23,181.0
24,181.0
25,181.0
26,181.0
27,181.0
28,181.0
29,181.0
30,181.0
31,181.0
32,181.0
33,181.0
34,181.0
35,181.0
36,181.0
37,181.0
38,181.0
39,181.0
40,181.0
41,181.0
42,181.0
43,181.0
44,181.0
45,181.0
46,181.0
47,181.0
48,181.0
49,181.0
50,181.0
51,181.0
52,181.0
53,181.0
54,181.0
55,181.0
56,181.0
57,181.0
58,181.0
59,181.0
60,181.0
61,181.0
62,181.0
63,181.0
64,181.0
65,181.0
66,181.0
67,181.0
68,181.0
69,181.0
70,181.0
71,181.0
72,181.0
73,181.0
74,181.0
75,181.0
76,181.0
77,181.0
78,181.0
79,181.0
80,181.0
81,181.0
82,181.0
83,181.0
84,181.0
85,181.0
86,181.0
87,181.0
88,181.0
89,181.0
90,181.0
91,181.0
92,181.0
93,181.0
94,332.9999999999992
95,181.0
96,181.0
97,181.0
98,181.0
99,181.0
100,181.0
101,181.0
102,181.0
103,181.0
104,181.0
105,181.0
106,181.0
107,181.0
108,181.0
109,181.0
110,181.0
111,181.0
112,181.0
113,181.0
114,181.0
115,181.0
116,181.0
117,181.0
118,181.0
119,181.0
120,181.0
121,181.0
122,181.0
123,181.0
124,181.0
125,181.0
126,181.0
127,181.0
128,181.0
129,181.0
130,181.0
131,181.0
132,181.0
133,181.0
134,181.0
135,181.0
136,181.0
137,181.0
138,181.0
139,181.0
140,181.0
141,181.0
142,181.0
143,181.0
144,181.0
145,181.0
146,181.0
147,200.0
148,200.0
149,200.0
150,200.0
151,200.0
152,200.0
153,200.0
154,200.0
155,200.0
156,200.0
157,200.0
158,200.0
159,200.0
160,200.0
161,200.0
162,200.0
163,200.0
164,200.0
165,200.0
166,200.0
167,200.0
168,200.0
169,200.0
170,200.0
171,200.0
172,200.0
173,200.0
174,200.0
175,200.0
176,200.0
177,200.0
178,200.0
179,200.0
180,200.0
181,200.0
182,200.0
183,200.0
184,200.0
185,200.0
186,200.0
187,200.0
188,200.0
189,200.0
190,200.0
191,200.0
192,200.0
193,200.0
194,200.0
195,200.0
196,200.0
197,200.0
198,200.0
199,200.0
200,200.0
201,200.0
202,200.0
203,200.0
204,200.0
205,200.0
206,200.0
207,200.0
208,200.0
209,200.0
210,200.0
211,200.0
212,200.0
213,200.0
214,200.0
215,200.0
216,200.0
217,200.0
218,200.0
219,200.0
220,200.0
221,200.0
222,200.0
223,200.0
224,200.0
225,200.0
226,200.0
227,200.0
228,200.0
229,200.0
230,200.0
231,200.0
232,200.0
233,200.0
234,200.0
